Brand,Model,Fault Code,Fault Description,Probable Cause,Solution,solution 2,solution 3,solutio 4,solution 4
Cummins,QSL Series,E2258,CAN Communication Loss - ECM to Panel,"Broken CAN wiring, ECM fault","Inspect wiring, test ECM",,,,
Cummins,QSL Series,E2259,CAN Communication Loss - ECM to Governor,Governor module failure,"Replace governor, test wiring",,,,
Cummins,QSL Series,E2260,Engine Overspeed Shutdown,"Fuel rack stuck, governor failure","Inspect governor, recalibrate fuel system",,,,
Cummins,QSL Series,E2261,Engine Underspeed,"Low fuel delivery, clogged filters","Replace filters, test fuel delivery",,,,
Cummins,QSL Series,E2262,Low Fuel Rail Pressure,"Clogged filter, weak transfer pump, air in lines","Replace filter, test pump, bleed fuel system",,,,
Cummins,QSL Series,E2263,High Fuel Rail Pressure,"Injector leak, pressure relief valve stuck","Inspect injectors, replace relief valve, recalibrate ECM",,,,
Cummins,QSL Series,E2264,Fuel Temperature High,"Return fuel overheated, cooling failure","Check fuel cooler, replace lines, verify cooling circuit",,,,
Cummins,QSL Series,E2265,Fuel Injector Fault,"Open/short circuit, injector internal failure","Replace faulty injector, check harness, test ECM driver",,,,
Cummins,QSL Series,E2266,Coolant Temperature High,"Low coolant, blocked radiator, water pump failure","Top coolant, flush radiator, test/replace pump",,,,
Cummins,QSL Series,E2267,Coolant Temperature Low,"Thermostat stuck open, sensor fault","Replace thermostat, test sensor",,,,
Cummins,QSL Series,E2268,Coolant Level Low,"Leak in hoses or radiator, expansion tank issue","Inspect hoses, pressure test, repair leak",,,,
Cummins,QSL Series,E2269,Oil Pressure Low,"Oil leak, worn oil pump, low oil level","Top oil, test/replace oil pump, inspect for leaks",,,,
Cummins,QSL Series,E2270,Oil Pressure High,"Blocked oil passage, faulty pressure regulator","Flush oil galleries, replace regulator",,,,
Cummins,QSM Series,E2271,Low Fuel Rail Pressure,"Clogged filter, weak transfer pump, air in lines","Replace filter, test pump, bleed fuel system",,,,
Cummins,QSM Series,E2272,High Fuel Rail Pressure,"Injector leak, pressure relief valve stuck","Inspect injectors, replace relief valve, recalibrate ECM",,,,
Cummins,QSM Series,E2273,Fuel Temperature High,"Return fuel overheated, cooling failure","Check fuel cooler, replace lines, verify cooling circuit",,,,
Cummins,QSM Series,E2274,Fuel Injector Fault,"Open/short circuit, injector internal failure","Replace faulty injector, check harness, test ECM driver",,,,
Cummins,QSM Series,E2275,Coolant Temperature High,"Low coolant, blocked radiator, water pump failure","Top coolant, flush radiator, test/replace pump",,,,
Cummins,QSM Series,E2276,Coolant Temperature Low,"Thermostat stuck open, sensor fault","Replace thermostat, test sensor",,,,
Cummins,QSM Series,E2277,Coolant Level Low,"Leak in hoses or radiator, expansion tank issue","Inspect hoses, pressure test, repair leak",,,,
Cummins,QSM Series,E2278,Oil Pressure Low,"Oil leak, worn oil pump, low oil level","Top oil, test/replace oil pump, inspect for leaks",,,,
Cummins,QSM Series,E2279,Oil Pressure High,"Blocked oil passage, faulty pressure regulator","Flush oil galleries, replace regulator",,,,
Cummins,QSM Series,E2280,Oil Temperature High,"Blocked oil cooler, low oil level","Clean/replace oil cooler, top oil",,,,
Cummins,QSM Series,E2281,Turbo Boost Low,"Air hose leak, turbo wear, actuator fault","Replace hose, service turbo, calibrate actuator",,,,
Cummins,QSM Series,E2282,Turbo Overspeed,"ECM miscalibration, faulty actuator","Update ECM software, reset actuator",,,,
Cummins,QSM Series,E2283,Air Filter Restriction,Clogged air filter,"Replace air filter, inspect intake",,,,
Cummins,QSM Series,E2284,Crankshaft Position Sensor Fault,"Sensor damaged, wiring short","Replace sensor, check wiring harness",,,,
Cummins,QSM Series,E2285,Camshaft Position Sensor Fault,"Loose timing, failed sensor","Reset timing, replace sensor",,,,
Cummins,QSM Series,E2286,Manifold Pressure Sensor Fault,"Short circuit, contamination","Clean/replace sensor, test wiring",,,,
Cummins,QSM Series,E2287,Exhaust Temperature High,"Over-fueling, blocked DPF, restricted exhaust","Check injectors, clean/replace DPF, inspect exhaust",,,,
Cummins,QSM Series,E2288,EGR Valve Fault,"Carbon buildup, valve stuck",Clean or replace EGR valve,,,,
Cummins,QSM Series,E2289,DPF High Soot Load,"Failed regeneration, excessive idling","Perform forced regen, check sensors",,,,
Cummins,QSM Series,E2290,Alternator Under Voltage,"Loose belt, alternator fault","Tighten belt, replace alternator",,,,
Cummins,QSM Series,E2291,Alternator Over Voltage,Faulty regulator,Replace regulator/alternator,,,,
Cummins,QSM Series,E2292,ECM Power Supply Fault,"Loose battery cables, blown fuse","Tighten cables, replace fuse",,,,
Cummins,QSM Series,E2293,ECM Internal Memory Error,Corrupted ECM software,Reflash ECM with OEM tool,,,,
Cummins,QSM Series,E2294,CAN Communication Loss - ECM to Panel,"Broken CAN wiring, ECM fault","Inspect wiring, test ECM",,,,
Cummins,QSM Series,E2295,CAN Communication Loss - ECM to Governor,Governor module failure,"Replace governor, test wiring",,,,
Cummins,QSM Series,E2296,Engine Overspeed Shutdown,"Fuel rack stuck, governor failure","Inspect governor, recalibrate fuel system",,,,
Cummins,QSM Series,E2297,Engine Underspeed,"Low fuel delivery, clogged filters","Replace filters, test fuel delivery",,,,
Cummins,QSM Series,E2298,Low Fuel Rail Pressure,"Clogged filter, weak transfer pump, air in lines","Replace filter, test pump, bleed fuel system",,,,
Cummins,QSM Series,E2299,High Fuel Rail Pressure,"Injector leak, pressure relief valve stuck","Inspect injectors, replace relief valve, recalibrate ECM",,,,
Cummins,QSM Series,E2300,Fuel Temperature High,"Return fuel overheated, cooling failure","Check fuel cooler, replace lines, verify cooling circuit",,,,
Cummins,QSM Series,E2301,Fuel Injector Fault,"Open/short circuit, injector internal failure","Replace faulty injector, check harness, test ECM driver",,,,
Cummins,QSM Series,E2302,Coolant Temperature High,"Low coolant, blocked radiator, water pump failure","Top coolant, flush radiator, test/replace pump",,,,
Cummins,QSM Series,E2303,Coolant Temperature Low,"Thermostat stuck open, sensor fault","Replace thermostat, test sensor",,,,
Cummins,QSM Series,E2304,Coolant Level Low,"Leak in hoses or radiator, expansion tank issue","Inspect hoses, pressure test, repair leak",,,,
Cummins,QSM Series,E2305,Oil Pressure Low,"Oil leak, worn oil pump, low oil level","Top oil, test/replace oil pump, inspect for leaks",,,,
Cummins,QSM Series,E2306,Oil Pressure High,"Blocked oil passage, faulty pressure regulator","Flush oil galleries, replace regulator",,,,
Cummins,QSM Series,E2307,Oil Temperature High,"Blocked oil cooler, low oil level","Clean/replace oil cooler, top oil",,,,
Cummins,QSM Series,E2308,Turbo Boost Low,"Air hose leak, turbo wear, actuator fault","Replace hose, service turbo, calibrate actuator",,,,
Cummins,QSM Series,E2309,Turbo Overspeed,"ECM miscalibration, faulty actuator","Update ECM software, reset actuator",,,,
Cummins,QSM Series,E2310,Air Filter Restriction,Clogged air filter,"Replace air filter, inspect intake",,,,
Cummins,QSM Series,E2311,Crankshaft Position Sensor Fault,"Sensor damaged, wiring short","Replace sensor, check wiring harness",,,,
Cummins,QSM Series,E2312,Camshaft Position Sensor Fault,"Loose timing, failed sensor","Reset timing, replace sensor",,,,
Cummins,QSM Series,E2313,Manifold Pressure Sensor Fault,"Short circuit, contamination","Clean/replace sensor, test wiring",,,,
Cummins,QSM Series,E2314,Exhaust Temperature High,"Over-fueling, blocked DPF, restricted exhaust","Check injectors, clean/replace DPF, inspect exhaust",,,,
Cummins,QSM Series,E2315,EGR Valve Fault,"Carbon buildup, valve stuck",Clean or replace EGR valve,,,,
Cummins,QSM Series,E2316,DPF High Soot Load,"Failed regeneration, excessive idling","Perform forced regen, check sensors",,,,
Cummins,QSM Series,E2317,Alternator Under Voltage,"Loose belt, alternator fault","Tighten belt, replace alternator",,,,
Cummins,QSM Series,E2318,Alternator Over Voltage,Faulty regulator,Replace regulator/alternator,,,,
Cummins,QSM Series,E2319,ECM Power Supply Fault,"Loose battery cables, blown fuse","Tighten cables, replace fuse",,,,
Cummins,QSM Series,E2320,ECM Internal Memory Error,Corrupted ECM software,Reflash ECM with OEM tool,,,,
Cummins,QSM Series,E2321,CAN Communication Loss - ECM to Panel,"Broken CAN wiring, ECM fault","Inspect wiring, test ECM",,,,
Cummins,QSM Series,E2322,CAN Communication Loss - ECM to Governor,Governor module failure,"Replace governor, test wiring",,,,
Cummins,QSM Series,E2323,Engine Overspeed Shutdown,"Fuel rack stuck, governor failure","Inspect governor, recalibrate fuel system",,,,
Cummins,QSM Series,E2324,Engine Underspeed,"Low fuel delivery, clogged filters","Replace filters, test fuel delivery",,,,
Cummins,QSM Series,E2325,Low Fuel Rail Pressure,"Clogged filter, weak transfer pump, air in lines","Replace filter, test pump, bleed fuel system",,,,
Cummins,QSM Series,E2326,High Fuel Rail Pressure,"Injector leak, pressure relief valve stuck","Inspect injectors, replace relief valve, recalibrate ECM",,,,
Cummins,QSM Series,E2327,Fuel Temperature High,"Return fuel overheated, cooling failure","Check fuel cooler, replace lines, verify cooling circuit",,,,
Cummins,QSM Series,E2328,Fuel Injector Fault,"Open/short circuit, injector internal failure","Replace faulty injector, check harness, test ECM driver",,,,
Cummins,QSM Series,E2329,Coolant Temperature High,"Low coolant, blocked radiator, water pump failure","Top coolant, flush radiator, test/replace pump",,,,
Cummins,QSM Series,E2330,Coolant Temperature Low,"Thermostat stuck open, sensor fault","Replace thermostat, test sensor",,,,
Cummins,QSM Series,E2331,Coolant Level Low,"Leak in hoses or radiator, expansion tank issue","Inspect hoses, pressure test, repair leak",,,,
Cummins,QSM Series,E2332,Oil Pressure Low,"Oil leak, worn oil pump, low oil level","Top oil, test/replace oil pump, inspect for leaks",,,,
Cummins,QSM Series,E2333,Oil Pressure High,"Blocked oil passage, faulty pressure regulator","Flush oil galleries, replace regulator",,,,
Cummins,QSM Series,E2334,Oil Temperature High,"Blocked oil cooler, low oil level","Clean/replace oil cooler, top oil",,,,
Cummins,QSM Series,E2335,Turbo Boost Low,"Air hose leak, turbo wear, actuator fault","Replace hose, service turbo, calibrate actuator",,,,
Cummins,QSM Series,E2336,Turbo Overspeed,"ECM miscalibration, faulty actuator","Update ECM software, reset actuator",,,,
Cummins,QSM Series,E2337,Air Filter Restriction,Clogged air filter,"Replace air filter, inspect intake",,,,
Cummins,QSM Series,E2338,Crankshaft Position Sensor Fault,"Sensor damaged, wiring short","Replace sensor, check wiring harness",,,,
Cummins,QSM Series,E2339,Camshaft Position Sensor Fault,"Loose timing, failed sensor","Reset timing, replace sensor",,,,
Cummins,QSM Series,E2340,Manifold Pressure Sensor Fault,"Short circuit, contamination","Clean/replace sensor, test wiring",,,,
Cummins,QSK Series,E2341,Low Fuel Rail Pressure,"Clogged filter, weak transfer pump, air in lines","Replace filter, test pump, bleed fuel system",,,,
Cummins,QSK Series,E2342,High Fuel Rail Pressure,"Injector leak, pressure relief valve stuck","Inspect injectors, replace relief valve, recalibrate ECM",,,,
Cummins,QSK Series,E2343,Fuel Temperature High,"Return fuel overheated, cooling failure","Check fuel cooler, replace lines, verify cooling circuit",,,,
Cummins,QSK Series,E2344,Fuel Injector Fault,"Open/short circuit, injector internal failure","Replace faulty injector, check harness, test ECM driver",,,,
Cummins,QSK Series,E2345,Coolant Temperature High,"Low coolant, blocked radiator, water pump failure","Top coolant, flush radiator, test/replace pump",,,,
Cummins,QSK Series,E2346,Coolant Temperature Low,"Thermostat stuck open, sensor fault","Replace thermostat, test sensor",,,,
Cummins,QSK Series,E2347,Coolant Level Low,"Leak in hoses or radiator, expansion tank issue","Inspect hoses, pressure test, repair leak",,,,
Cummins,QSK Series,E2348,Oil Pressure Low,"Oil leak, worn oil pump, low oil level","Top oil, test/replace oil pump, inspect for leaks",,,,
Cummins,QSK Series,E2349,Oil Pressure High,"Blocked oil passage, faulty pressure regulator","Flush oil galleries, replace regulator",,,,
Cummins,QSK Series,E2350,Oil Temperature High,"Blocked oil cooler, low oil level","Clean/replace oil cooler, top oil",,,,
Cummins,QSK Series,E2351,Turbo Boost Low,"Air hose leak, turbo wear, actuator fault","Replace hose, service turbo, calibrate actuator",,,,
Cummins,QSK Series,E2352,Turbo Overspeed,"ECM miscalibration, faulty actuator","Update ECM software, reset actuator",,,,
Cummins,QSK Series,E2353,Air Filter Restriction,Clogged air filter,"Replace air filter, inspect intake",,,,
Cummins,QSK Series,E2354,Crankshaft Position Sensor Fault,"Sensor damaged, wiring short","Replace sensor, check wiring harness",,,,
Cummins,QSK Series,E2355,Camshaft Position Sensor Fault,"Loose timing, failed sensor","Reset timing, replace sensor",,,,
Cummins,QSK Series,E2356,Manifold Pressure Sensor Fault,"Short circuit, contamination","Clean/replace sensor, test wiring",,,,
Cummins,QSK Series,E2357,Exhaust Temperature High,"Over-fueling, blocked DPF, restricted exhaust","Check injectors, clean/replace DPF, inspect exhaust",,,,
Cummins,QSK Series,E2358,EGR Valve Fault,"Carbon buildup, valve stuck",Clean or replace EGR valve,,,,
Cummins,QSK Series,E2359,DPF High Soot Load,"Failed regeneration, excessive idling","Perform forced regen, check sensors",,,,
Cummins,QSK Series,E2360,Alternator Under Voltage,"Loose belt, alternator fault","Tighten belt, replace alternator",,,,
Cummins,QSK Series,E2361,Alternator Over Voltage,Faulty regulator,Replace regulator/alternator,,,,
Cummins,QSK Series,E2362,ECM Power Supply Fault,"Loose battery cables, blown fuse","Tighten cables, replace fuse",,,,
Cummins,QSK Series,E2363,ECM Internal Memory Error,Corrupted ECM software,Reflash ECM with OEM tool,,,,
Cummins,QSK Series,E2364,CAN Communication Loss - ECM to Panel,"Broken CAN wiring, ECM fault","Inspect wiring, test ECM",,,,
Cummins,QSK Series,E2365,CAN Communication Loss - ECM to Governor,Governor module failure,"Replace governor, test wiring",,,,
Cummins,QSK Series,E2366,Engine Overspeed Shutdown,"Fuel rack stuck, governor failure","Inspect governor, recalibrate fuel system",,,,
Cummins,QSK Series,E2367,Engine Underspeed,"Low fuel delivery, clogged filters","Replace filters, test fuel delivery",,,,
Cummins,QSK Series,E2368,Low Fuel Rail Pressure,"Clogged filter, weak transfer pump, air in lines","Replace filter, test pump, bleed fuel system",,,,
Cummins,QSK Series,E2369,High Fuel Rail Pressure,"Injector leak, pressure relief valve stuck","Inspect injectors, replace relief valve, recalibrate ECM",,,,
Cummins,QSK Series,E2370,Fuel Temperature High,"Return fuel overheated, cooling failure","Check fuel cooler, replace lines, verify cooling circuit",,,,
Cummins,QSK Series,E2371,Fuel Injector Fault,"Open/short circuit, injector internal failure","Replace faulty injector, check harness, test ECM driver",,,,
Cummins,QSK Series,E2372,Coolant Temperature High,"Low coolant, blocked radiator, water pump failure","Top coolant, flush radiator, test/replace pump",,,,
Cummins,QSK Series,E2373,Coolant Temperature Low,"Thermostat stuck open, sensor fault","Replace thermostat, test sensor",,,,
Cummins,QSK Series,E2374,Coolant Level Low,"Leak in hoses or radiator, expansion tank issue","Inspect hoses, pressure test, repair leak",,,,
Cummins,QSK Series,E2375,Oil Pressure Low,"Oil leak, worn oil pump, low oil level","Top oil, test/replace oil pump, inspect for leaks",,,,
Cummins,QSK Series,E2376,Oil Pressure High,"Blocked oil passage, faulty pressure regulator","Flush oil galleries, replace regulator",,,,
Cummins,QSK Series,E2377,Oil Temperature High,"Blocked oil cooler, low oil level","Clean/replace oil cooler, top oil",,,,
Cummins,QSK Series,E2378,Turbo Boost Low,"Air hose leak, turbo wear, actuator fault","Replace hose, service turbo, calibrate actuator",,,,
